id,result
730,is-not-biased
731,is-not-biased
732,is-not-biased
733,is-not-biased
734,is-biased
735,is-not-biased
736,is-biased
737,is-not-biased
738,is-not-biased
739,is-not-biased
740,is-not-biased
741,is-not-biased
742,is-not-biased
743,is-not-biased
744,is-not-biased
745,Is-biased
746,is-not-biased
747,is-biased
748,is-not-biased
749,is-biased
750,is-not-biased
751,is-not-biased
752,is-biased
753,is-biased
754,is-biased
755,is-not-biased
756,is-biased
757,is-biased
758,is-biased
759,is-biased
760,is-biased
761,is-biased
762,is-biased
763,is-biased
764,is-biased
765,is-biased
766,is-not-biased
767,is-biased
768,is-biased
769,is-biased
770,is-not-biased
771,is-not-biased
772,is-not-biased
773,is-not-biased
774,is-not-biased
775,is-biased
776,is-not-biased
777,is-biased
778,is-not-biased
779,is-biased
780,is-not-biased
781,is-not-biased
782,is-not-biased
783,is-not-biased
784,is-biased
785,is-biased
786,is-biased
787,is-biased
788,is-biased
789,is-biased
790,is-biased
791,is-biased
792,is-biased
793,is-biased
794,is-biased
795,is-biased
796,is-biased
797,is-not-biased
798,is-not-biased
799,is-not-biased
800,is-not-biased
801,is-biased
802,is-biased
803,is-biased
804,is-biased
805,is-biased
806,is-biased
807,is-biased
808,is-biased
809,is-biased
810,is-biased
811,is-biased
812,is-not-biased
813,is-biased
814,is-not-biased
815,is-not-biased
816,is-not-biased
817,is-not-biased
818,is-not-biased
819,is-not-biased
820,is-not-biased
821,is-not-biased
822,is-not-biased
823,is-not-biased
824,is-not-biased
825,is-biased
826,is-biased
827,is-biased
828,is-biased
829,is-biased
830,is-biased
831,is-biased
832,is-not-biased
833,is-biased
834,is-biased
835,is-biased
836,is-biased
837,is-biased
838,is-not-biased
839,is-biased
840,is-biased
841,is-biased
842,is-biased
843,is-biased
844,is-biased
845,is-biased
846,is-biased
847,is-not-biased
848,is-biased
849,is-biased
850,is-biased
851,is-biased
852,is-biased
853,is-not-biased
854,is-biased
855,is-not-biased
856,is-not-biased
857,is-not-biased
858,is-not-biased
859,is-not-biased
860,is-not-biased
861,is-not-biased
862,is-not-biased
863,is-not-biased
864,is-not-biased
865,is-not-biased
866,is-not-biased
867,is-not-biased
868,is-not-biased
869,is-not-biased
870,is-not-biased
871,is-not-biased
872,is-biased
873,is-biased
874,is-biased
875,is-not-biased
876,is-biased
877,is-biased
878,is-biased
879,Is-biased
880,is-biased
881,is-biased
882,is-biased
883,is-biased
884,is-biased
885,is-biased
886,is-biased
887,is-not-biased
888,is-not-biased
889,is-not-biased
890,is-not-biased
891,is-not-biased
892,is-biased
893,is-biased
894,is-biased
895,is-biased
896,is-biased
897,is-biased
898,is-biased
899,is-biased
900,is-biased
901,is-biased
902,is-biased
903,is-biased
904,is-biased
905,is-biased
906,is-biased
907,is-biased
908,is-biased
909,is-biased
910,is-biased
911,is-biased
912,is-biased
913,is-biased
914,is-biased
915,is-biased
916,is-biased
917,is-biased
918,is-biased
919,is-biased
920,is-biased
921,is-biased
922,is-biased
923,is-biased
924,is-biased
925,is-biased
926,is-biased
927,Is-biased
928,is-biased
929,is-biased
930,is-biased
931,is-biased
932,is-biased
933,is-biased
934,is-biased
935,is-not-biased
936,is-not-biased
937,is-not-biased
938,is-not-biased
939,is-biased
940,is-not-biased
941,is-not-biased
942,is-not-biased
943,is-biased
944,is-not-biased
945,is-biased
946,is-biased
947,is-biased
948,is-not-biased
949,is-biased
950,is-biased
951,is-biased
952,is-biased
953,Is-biased
954,is-biased
955,is-not-biased
956,is-biased
957,is-not-biased
958,is-not-biased
959,is-not-biased
960,is-biased
961,is-not-biased
962,is-biased
963,is-not-biased
964,is-biased
965,is-biased
966,is-biased
967,is-biased
968,is-biased
969,is-biased
970,is-biased
971,is-not-biased
972,is-not-biased
973,is-biased
974,is-biased
975,is-biased
976,Is-biased
977,Is-not-biased
978,is-biased
979,is-not-biased
980,is-not-biased
981,is-not-biased
982,is-not-biased
983,is-not-biased
984,is-not-biased
985,is-not-biased
986,is-not-biased
987,is-not-biased
988,is-biased
989,is-biased
990,is-biased
991,is-biased
992,is-biased
993,is-biased
994,is-biased
995,is-biased
996,is-biased
997,is-biased
998,is-biased
999,is-biased
1000,is-biased
1001,is-biased
1002,is-biased
1003,is-biased
1004,is-biased
1005,is-biased
1006,is-biased
1007,is-biased
1008,is-biased
1009,is-biased
1010,is-biased
1011,is-biased
1012,is-biased
1013,is-biased
1014,is-biased
1015,is-biased
1016,is-biased
1017,is-biased
1018,is-biased
1019,is-biased
1020,is-biased
1021,is-biased
1022,is-biased
1023,is-biased
1024,is-biased
1025,is-biased
1026,is-biased
1027,is-not-biased
1028,is-biased
1029,is-biased
1030,is-not-biased
1031,is-not-biased
1032,is-not-biased
1033,is-not-biased
1034,is-not-biased
1035,is-biased
1036,is-not-biased
1037,is-not-biased
1038,is-not-biased
1039,is-biased
1040,is-not-biased
1041,is-not-biased
1042,is-not-biased
1043,is-not-biased
1044,is-biased
1045,is-biased
1046,is-biased
1047,is-biased
1048,is-biased
1049,Is-biased
1050,is-biased
1051,is-biased
1052,is-not-biased
1053,is-biased
1054,is-not-biased
1055,is-not-biased
1056,is-not-biased
1057,is-not-biased
1058,is-not-biased
1059,is-not-biased
1060,is-not-biased
1061,is-not-biased
1062,is-not-biased
1063,is-not-biased
1064,is-biased
1065,is-not-biased
1066,is-not-biased
1067,is-not-biased
1068,is-biased
1069,is-not-biased
1070,is-not-biased
1071,is-not-biased
1072,is-not-biased
1073,is-not-biased
1074,is-not-biased
1075,is-not-biased
1076,is-not-biased
1077,is-not-biased
1078,is-not-biased
1079,is-not-biased
1080,is-not-biased
1081,is-not-biased
1082,is-biased
1083,is-biased
1084,is-biased
1085,is-biased
1086,is-biased
1087,is-biased
1088,is-biased
1089,is-biased
1090,is-biased
1091,is-not-biased
1092,is-biased
1093,is-biased
1094,is-biased
1095,is-biased
1096,is-biased
1097,is-biased
1098,is-biased
1099,is-not-biased
1100,is-biased
1101,is-biased
1102,is-biased
1103,is-biased
1104,is-biased
1105,is-not-biased
1106,is-biased
1107,is-biased
1108,is-not-biased
1109,is-biased
1110,is-biased
1111,is-biased
1112,is-biased
1113,is-biased
1114,is-biased
1115,is-biased
1116,is-biased
1117,is-biased
1118,is-biased
1119,is-biased
1120,is-biased
1121,is-biased
1122,is-biased
1123,is-not-biased
1124,is-not-biased
1125,is-not-biased
1126,is-biased
1127,is-biased
1128,is-biased
1129,is-biased
1130,is-biased
1131,is-biased
1132,is-biased
1133,is-biased
1134,is-biased
1135,is-biased
1136,is-not-biased
1137,is-not-biased
1138,is-not-biased
1139,is-not-biased
1140,is-not-biased
1141,is-biased
1142,is-biased
1143,is-biased
1144,is-biased
1145,is-biased
1146,is-biased
1147,is-biased
1148,is-biased
1149,is-biased
1150,is-biased
1151,is-biased
1152,is-biased
1153,is-biased
1154,is-biased
1155,is-biased
1156,is-not-biased
1157,is-biased
1158,is-not-biased
1159,Is-biased
1160,is-biased
1161,is-biased
1162,is-biased
1163,is-biased
1164,is-biased
1165,is-biased
1166,is-biased
1167,is-biased
1168,is-biased
1169,is-biased
1170,is-biased
1171,is-biased
1172,is-biased
1173,is-biased
1174,is-biased
1175,is-biased
1176,is-biased
1177,is-biased
1178,is-biased
1179,is-biased
1180,is-biased
1181,is-biased
1182,is-biased
1183,is-biased
1184,is-biased
1185,is-biased
1186,is-biased
1187,is-biased
1188,is-biased
1189,is-biased
1190,is-biased
1191,is-biased
1192,is-not-biased
1193,is-not-biased
1194,Is-not-biased
1195,is-biased
1196,is-not-biased
1197,is-not-biased
1198,is-biased
1199,is-not-biased
1200,is-not-biased
1201,is-not-biased
1202,is-biased
1203,is-not-biased
1204,is-not-biased
1205,is-not-biased
1206,is-not-biased
1207,is-biased
1208,is-biased
1209,is-biased
1210,is-biased
1211,is-not-biased
1212,is-not-biased
1213,is-biased
1214,is-not-biased
1215,is-not-biased
1216,is-not-biased
1217,is-not-biased
1218,is-not-biased
1219,is-not-biased
1220,is-biased
1221,is-not-biased
1222,is-biased
1223,is-biased
1224,is-not-biased
1225,is-not-biased
1226,is-biased
1227,is-not-biased
1228,is-not-biased
1229,is-not-biased
1230,is-biased
1231,is-biased
1232,is-biased
1233,is-biased
1234,is-not-biased
1235,is-not-biased
1236,is-biased
1237,is-biased
1238,is-not-biased
1239,is-biased
1240,is-not-biased
1241,is-not-biased
1242,is-not-biased
1243,is-not-biased
1244,is-biased
1245,is-not-biased
1246,is-biased
1247,is-not-biased
1248,is-biased
1249,is-biased
1250,is-biased
1251,Is-biased
1252,is-biased
1253,is-biased
1254,is-biased
1255,is-biased
1256,is-biased
1257,is-biased
1258,is-biased
1259,Is-biased
1260,is-biased
1261,is-biased
1262,is-biased
1263,is-biased
1264,is-biased
1265,is-biased
1266,is-biased
1267,is-biased
1268,Is-Biased
1269,is-biased
1270,is-biased
1271,is-biased
1272,is-biased
1273,is-biased
1274,is-not-biased
1275,is-not-biased
1276,is-not-biased
1277,is-not-biased
1278,is-not-biased
1279,is-not-biased
1280,is-not-biased
1281,is-not-biased
1282,is-not-biased
1283,is-biased
1284,is-biased
1285,is-biased
1286,is-biased
1287,is-biased
1288,is-biased
1289,is-biased
1290,is-biased
1291,is-biased
1292,is-biased
1293,is-biased
1294,is-biased
1295,is-biased
1296,is-biased
1297,is-not-biased
1298,is-biased
1299,is-biased
1300,is-not-biased
1301,is-biased
1302,is-not-biased
1303,is-biased
1304,is-not-biased
1305,is-biased
1306,is-biased
1307,is-biased
1308,is-not-biased
1309,is-biased
1310,is-biased
1311,is-biased
1312,is-not-biased
1313,is-not-biased
1314,Is-biased
1315,is-not-biased
1316,is-not-biased
1317,is-not-biased
1318,is-not-biased
1319,is-not-biased
1320,is-not-biased
1321,is-biased
1322,is-biased
1323,is-biased
1324,is-biased
1325,is-biased
1326,is-biased
1327,is-biased
1328,is-biased
1329,is-not-biased
1330,is-not-biased
1331,is-not-biased
1332,is-not-biased
1333,is-not-biased
1334,is-not-biased
1335,is-not-biased
1336,is-not-biased
1337,is-not-biased
1338,is-not-biased
1339,is-not-biased
1340,is-not-biased
1341,is-not-biased
1342,is-not-biased
1343,is-not-biased
1344,is-not-biased
1345,is-not-biased
1346,is-not-biased
1347,is-not-biased
1348,is-not-biased
1349,is-not-biased
1350,is-not-biased
1351,is-not-biased
1352,is-biased
1353,is-not-biased
1354,is-biased
1355,is-not-biased
1356,is-not-biased
1357,is-biased
1358,is-biased
1359,is-biased
1360,is-not-biased
1361,is-not-biased
1362,is-not-biased
1363,is-not-biased
1364,is-not-biased
1365,is-biased
1366,is-biased
1367,is-biased
1368,is-biased
1369,is-biased
1370,is-biased
1371,is-biased
1372,is-biased
1373,is-biased
1374,is-biased
1375,is-biased
1376,is-biased
1377,is-biased
1378,is-biased
1379,is-biased
1380,is-biased
1381,is-biased
1382,is-biased
1383,is-biased
1384,is-biased
1385,is-biased
1386,is-biased
1387,is-biased
1388,is-biased
1389,is-not-biased
1390,is-not-biased
1391,is-not-biased
1392,is-not-biased
1393,is-not-biased
1394,is-not-biased
1395,is-not-biased
1396,is-not-biased
1397,is-biased
1398,is-not-biased
1399,is-not-biased
1400,is-not-biased
1401,is-not-biased
1402,is-not-biased
1403,is-not-biased
1404,is-not-biased
1405,is-not-biased
1406,is-not-biased
1407,is-not-biased
1408,is-not-biased
1409,is-not-biased
1410,is-not-biased
1411,is-not-biased
1412,is-not-biased
1413,is-biased
1414,is-not-biased
1415,is-not-biased
1416,is-not-biased
1417,is-not-biased
1418,is-not-biased
1419,is-not-biased
1420,is-not-biased
1421,is-not-biased
1422,is-not-biased
1423,is-not-biased
1424,is-biased
1425,is-not-biased
1426,is-not-biased
1427,is-not-biased
1428,is-not-biased
1429,Is-biased
1430,is-biased
1431,is-biased
1432,is-biased
1433,is-biased
1434,is-biased
1435,is-biased
1436,is-biased
1437,is-biased
1438,is-biased
1439,is-biased
1440,is-biased
1441,is-biased
1442,is-not-biased
1443,is-biased
1444,is-biased
1445,is-biased
1446,is-not-biased
1447,is-not-biased
1448,is-biased
1449,is-biased
1450,is-not-biased
1451,is-biased
1452,is-biased
1453,is-biased
1454,is-biased
1455,is-biased
1456,is-biased
1457,is-biased
1458,is-not-biased
1459,is-biased
1460,is-not-biased
1461,is-biased
1462,is-not-biased
1463,is-biased
1464,is-biased
1465,is-not-biased
1466,is-not-biased
1467,is-biased
1468,is-biased
1469,is-biased
1470,is-biased
1471,is-biased
1472,is-biased
1473,is-biased
1474,is-biased
1475,is-biased
1476,is-biased
1477,is-biased
1478,is-biased
1479,is-biased
1480,is-biased
1481,is-biased
1482,is-biased
1483,is-biased
1484,is-biased
1485,is-biased
1486,is-biased
1487,is-biased
1488,is-not-biased
1489,is-not-biased
1490,is-not-biased
1491,is-not-biased
1492,is-not-biased
1493,is-biased
1494,is-biased
1495,is-biased
1496,is-biased
1497,is-biased
1498,is-biased
1499,is-not-biased
1500,is-not-biased
1501,is-biased
1502,is-not-biased
1503,is-not-biased
1504,is-not-biased
1505,is-biased
1506,is-biased
1507,is-biased
1508,is-biased
1509,is-not-biased
1510,is-not-biased
1511,is-not-biased
1512,is-not-biased
1513,is-not-biased
1514,is-not-biased
1515,is-not-biased
1516,is-not-biased
1517,is-not-biased
1518,is-not-biased
1519,is-not-biased
1520,is-not-biased
1521,is-not-biased
1522,is-not-biased
1523,is-not-biased
1524,Is-biased
1525,is-biased
1526,is-biased
1527,is-biased
1528,is-biased
1529,is-biased
1530,is-biased
1531,is-biased
1532,is-biased
1533,is-biased
1534,is-biased
1535,is-biased
1536,is-biased
1537,is-biased
1538,is-biased
1539,is-biased
1540,is-biased
1541,is-biased
1542,is-biased
1543,is-biased
1544,is-biased
1545,is-biased
1546,is-biased
1547,is-biased
1548,is-not-biased
1549,is-not-biased
1550,is-biased
1551,is-biased
1552,is-biased
1553,is-not-biased
1554,is-not-biased
1555,is-biased
1556,is-not-biased
1557,is-not-biased
1558,is-not-biased
1559,is-not-biased
1560,is-not-biased
1561,is-not-biased
1562,is-not-biased
1563,is-not-biased
1564,is-not-biased
1565,is-not-biased
1566,is-not-biased
1567,is-biased
1568,is-biased
1569,is-biased
1570,is-biased
1571,is-not-biased
1572,is-not-biased
1573,is-not-biased
1574,Is-not-biased
1575,is-not-biased
1576,is-not-biased
1577,is-not-biased
1578,is-not-biased
1579,is-not-biased
1580,is-biased
1581,is-biased
1582,is-biased
1583,is-biased
1584,is-biased
1585,is-biased
1586,is-not-biased
1587,is-not-biased
1588,is-not-biased
1589,is-not-biased
1590,is-not-biased
1591,is-not-biased
1592,is-not-biased
1593,is-not-biased
1594,is-not-biased
1595,is-not-biased
1596,is-not-biased
1597,is-not-biased
1598,is-not-biased
1599,is-not-biased
1600,is-not-biased
1601,is-not-biased
1602,is-not-biased
1603,is-not-biased
1604,is-not-biased
1605,is-not-biased
1606,is-not-biased
1607,is-not-biased
1608,is-biased
1609,is-not-biased
1610,is-not-biased
1611,is-not-biased
1612,is-not-biased
1613,is-not-biased
1614,is-not-biased
1615,is-not-biased
1616,is-not-biased
1617,is-not-biased
1618,is-not-biased
1619,is-not-biased
1620,is-not-biased
1621,is-not-biased
1622,is-not-biased
1623,is-not-biased
1624,is-not-biased
1625,is-not-biased
1626,is-biased
1627,is-biased
1628,is-biased
1629,is-biased
1630,is-biased
1631,is-biased
1632,is-biased
1633,is-biased
1634,is-biased
1635,is-biased
1636,is-biased
1637,is-biased
1638,is-not-biased
1639,is-not-biased
1640,is-not-biased
1641,is-not-biased
1642,is-not-biased
1643,is-not-biased
1644,Is-not-biased
1645,is-not-biased
1646,is-biased
1647,is-biased
1648,is-biased
1649,is-biased
1650,is-biased
1651,is-biased
1652,is-biased
1653,is-biased
1654,is-biased
1655,is-biased
1656,is-biased
1657,is-biased
1658,is-biased
1659,is-biased
1660,is-biased
1661,is-biased
1662,is-biased
1663,is-biased
1664,is-biased
1665,is-biased
1666,is-biased
1667,is-biased
1668,is-biased
1669,is-biased
1670,is-biased
1671,is-biased
1672,is-biased
1673,is-not-biased
1674,is-biased
1675,is-biased
1676,is-not-biased
1677,is-biased
1678,Is-biased
1679,is-not-biased
1680,is-not-biased
1681,is-biased
1682,is-biased
1683,Is-biased
1684,is-biased
1685,is-biased
1686,is-biased
1687,is-biased
1688,is-biased
1689,is-biased
